,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0,Team,Playing Time
,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Team,MP
20,Jesús Navas,es ESP,"FW,MF",39-015,,2,328.0,3.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,8.0,15.0,40.0,0.27,0.0,0.27,0.27,0.27,0.15,0.13,0.27,0.15,0.27,Matches,Sevilla,13.0
21,Lucas Ocampos,ar ARG,FW,30-148,,2,175.0,1.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,5.0,7.0,20.0,0.0,0.51,0.51,0.0,0.51,0.08,0.17,0.25,0.08,0.25,Matches,Sevilla,2.0
22,Stanis Idumbo,be BEL,FW,19-160,,2,116.0,1.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,4.0,1.0,3.0,0.78,0.0,0.78,0.78,0.78,0.43,0.0,0.43,0.43,0.43,Matches,Sevilla,4.0
23,Suso,es ESP,"FW,MF",31-017,,0,142.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,6.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.14,0.16,0.3,0.14,0.3,Matches,Sevilla,6.0
24,Israel Domínguez,es ESP,FW,21-213,,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Sevilla,1.0
25,Gonzalo Montiel,ar ARG,"MF,DF",27-340,,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,Matches,Sevilla,3.0
26,Mateo Mejía,es ESP,FW,21-250,,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Sevilla,1.0
27,Matías Árbol,es ESP,GK,22-085,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sevilla,0.0
28,Manu Bueno,es ESP,MF,20-132,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sevilla,0.0
29,Pablo Cruz,es ESP,MF,20-330,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sevilla,0.0
30,Alberto López,es ESP,GK,21-026,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sevilla,0.0
31,Alberto López,es ESP,MF,19-234,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sevilla,0.0
32,Ramón Martínez,es ESP,DF,22-045,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sevilla,0.0
33,Pedro Ortiz,es ESP,MF,24-109,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sevilla,0.0
34,Squad Total,,,26.5,,165,1350.0,15.0,11.0,9.0,20.0,10.0,1.0,1.0,38.0,5.0,16.9,16.2,11.6,27.8,252.0,460.0,455.0,0.73,0.6,1.33,0.67,1.27,1.13,0.77,1.9,1.08,1.85,,Sevilla,15.0
35,Opponent Total,,,27.2,,165,1350.0,15.0,18.0,10.0,28.0,14.0,4.0,4.0,33.0,2.0,19.4,16.3,12.4,28.8,163.0,444.0,442.0,1.2,0.67,1.87,0.93,1.6,1.3,0.83,2.13,1.09,1.92,,Sevilla,15.0
0,Óscar Mingueza,es ESP,"MF,DF",25-207,14.0,14,1095.0,12.2,2.0,5.0,7.0,2.0,0.0,0.0,3.0,0.0,0.6,0.6,4.3,4.9,35.0,76.0,74.0,0.16,0.41,0.58,0.16,0.58,0.05,0.35,0.4,0.05,0.4,Matches,Celta-Vigo,
1,Carl Starfelt,se SWE,DF,29-188,14.0,12,1096.0,12.2,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.4,2.0,30.0,1.0,0.08,0.0,0.08,0.08,0.08,0.03,0.01,0.03,0.03,0.03,Matches,Celta-Vigo,
2,Iago Aspas,es ESP,"FW,MF",37-127,14.0,12,1068.0,11.9,5.0,3.0,8.0,3.0,2.0,3.0,4.0,1.0,5.2,2.8,2.2,5.0,34.0,73.0,82.0,0.42,0.25,0.67,0.25,0.51,0.44,0.18,0.62,0.24,0.42,Matches,Celta-Vigo,
3,Hugo Álvarez,es ESP,"MF,DF",21-157,15.0,11,1044.0,11.6,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,1.6,1.6,0.6,2.1,49.0,35.0,105.0,0.17,0.09,0.26,0.17,0.26,0.13,0.05,0.18,0.13,0.18,Matches,Celta-Vigo,
4,Vicente Guaita,es ESP,GK,37-331,11.0,11,990.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Celta-Vigo,
5,Fran Beltrán,es ESP,MF,25-307,11.0,10,826.0,9.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.8,1.1,11.0,46.0,13.0,0.11,0.0,0.11,0.11,0.11,0.03,0.09,0.12,0.03,0.12,Matches,Celta-Vigo,
6,Marcos Alonso,es ESP,DF,33-344,11.0,9,901.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.2,0.7,22.0,67.0,21.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07,Matches,Celta-Vigo,
7,Borja Iglesias,es ESP,FW,31-324,15.0,9,748.0,8.3,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,3.7,3.7,0.7,4.4,6.0,9.0,38.0,0.48,0.0,0.48,0.48,0.48,0.45,0.08,0.53,0.45,0.53,Matches,Celta-Vigo,
8,Jonathan Bamba,ci CIV,"FW,MF",28-255,10.0,9,718.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,1.3,2.1,28.0,29.0,58.0,0.0,0.0,0.0,0.0,0.0,0.09,0.16,0.26,0.09,0.26,Matches,Celta-Vigo,
9,Javi Rodríguez,es ESP,DF,21-163,14.0,8,873.0,9.7,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.4,0.4,0.7,1.1,11.0,42.0,19.0,0.1,0.1,0.21,0.1,0.21,0.04,0.07,0.11,0.04,0.11,Matches,Celta-Vigo,
10,Ilaix Moriba,gn GUI,MF,21-322,12.0,7,602.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.2,0.2,0.8,1.0,12.0,34.0,18.0,0.0,0.0,0.0,0.0,0.0,0.03,0.12,0.15,0.03,0.15,Matches,Celta-Vigo,
11,Hugo Sotelo,es ESP,MF,20-353,11.0,7,598.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.5,0.6,13.0,40.0,18.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.09,0.02,0.09,Matches,Celta-Vigo,
12,Javier Manquillo,es ESP,DF,30-215,9.0,7,494.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Celta-Vigo,
13,Damián Rodríguez,es ESP,MF,21-264,11.0,6,622.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5,0.6,3.0,40.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,Matches,Celta-Vigo,
14,Anastasios Douvikas,gr GRE,FW,25-126,15.0,6,603.0,6.7,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,4.1,4.1,0.2,4.2,6.0,6.0,37.0,0.45,0.0,0.45,0.45,0.45,0.61,0.03,0.63,0.61,0.63,Matches,Celta-Vigo,
15,Williot Swedberg,se SWE,"FW,MF",20-309,13.0,5,533.0,5.9,2.0,3.0,5.0,2.0,0.0,0.0,1.0,0.0,2.9,2.9,1.8,4.7,13.0,12.0,50.0,0.34,0.51,0.84,0.34,0.84,0.5,0.3,0.8,0.5,0.8,Matches,Celta-Vigo,
16,Jailson Siqueira,br BRA,"DF,MF",29-090,6.0,5,451.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,4.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Celta-Vigo,
17,Iván Villar,es ESP,GK,27-150,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Celta-Vigo,
18,Carlos Dominguez,es ESP,DF,23-299,6.0,4,344.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches,Celta-Vigo,
19,Sergio Carreira,es ESP,"MF,DF",24-054,4.0,3,237.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,6.0,8.0,23.0,0.0,0.0,0.0,0.0,0.0,0.01,0.31,0.32,0.01,0.32,Matches,Celta-Vigo,
20,Alfon,es ESP,"FW,MF",25-216,8.0,2,257.0,2.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.5,1.5,0.8,2.3,17.0,7.0,39.0,0.35,0.0,0.35,0.35,0.35,0.54,0.28,0.82,0.54,0.82,Matches,Celta-Vigo,
21,Pablo Durán,es ESP,"FW,MF",23-195,6.0,2,186.0,2.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.6,6.0,2.0,18.0,0.0,0.48,0.48,0.0,0.48,0.06,0.26,0.31,0.06,0.31,Matches,Celta-Vigo,
22,Mihailo Ristić,rs SRB,"MF,DF",29-036,2.0,2,111.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Celta-Vigo,
23,Franco Cervi,ar ARG,DF,30-194,1.0,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Celta-Vigo,
24,Joseph Aidoo,gh GHA,DF,29-068,1.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Celta-Vigo,
25,Tadeo Allende,ar ARG,FW,25-290,1.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Celta-Vigo,
26,César Fernández,es ESP,GK,20-313,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Celta-Vigo,
27,Fer López,,MF,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Celta-Vigo,
28,Marc Vidal,es ESP,GK,24-296,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Celta-Vigo,
29,Squad Total,,,27.6,15.0,165,1350.0,15.0,22.0,14.0,36.0,20.0,2.0,3.0,36.0,3.0,22.3,20.0,16.8,36.8,283.0,633.0,630.0,1.47,0.93,2.4,1.33,2.27,1.49,1.12,2.61,1.33,2.45,,Celta-Vigo,
30,Opponent Total,,,26.9,15.0,165,1350.0,15.0,25.0,21.0,46.0,25.0,0.0,1.0,38.0,3.0,18.0,17.0,14.0,31.0,246.0,546.0,536.0,1.67,1.4,3.07,1.67,3.07,1.2,0.93,2.13,1.13,2.07,,Celta-Vigo,
0,Florian Lejeune,fr FRA,DF,33-200,14.0,14,1255.0,13.9,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,0.2,0.9,13.0,54.0,4.0,0.0,0.07,0.07,0.0,0.07,0.05,0.01,0.06,0.05,0.06,Matches,Rayo-Vallecano,
1,Abdul Mumin,gh GHA,DF,26-183,13.0,13,1083.0,12.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,1.0,0.3,0.3,0.2,0.4,5.0,20.0,2.0,0.08,0.08,0.17,0.08,0.17,0.02,0.01,0.04,0.02,0.04,Matches,Rayo-Vallecano,
2,Andrei Ratiu,ro ROU,DF,26-169,12.0,12,1069.0,11.9,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.2,1.2,1.8,3.0,37.0,50.0,48.0,0.08,0.08,0.17,0.08,0.17,0.1,0.15,0.25,0.1,0.25,Matches,Rayo-Vallecano,
3,Jorge de Frutos,es ESP,"MF,FW",27-290,14.0,11,982.0,10.9,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,1.6,1.6,1.5,3.1,28.0,21.0,83.0,0.27,0.09,0.37,0.27,0.37,0.14,0.14,0.28,0.14,0.28,Matches,Rayo-Vallecano,
4,Óscar Valentín,es ESP,MF,30-108,14.0,11,967.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.2,0.5,6.0,51.0,5.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.04,0.03,0.04,Matches,Rayo-Vallecano,
5,Augusto Batalla,ar ARG,GK,28-220,10.0,10,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Rayo-Vallecano,
6,Álvaro García,es ESP,"MF,FW",32-040,12.0,9,814.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.8,1.8,1.2,3.1,22.0,31.0,79.0,0.11,0.0,0.11,0.11,0.11,0.2,0.14,0.34,0.2,0.34,Matches,Rayo-Vallecano,
7,Isaac Palazón Camacho,es ESP,"FW,MF",29-345,14.0,9,782.0,8.7,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.9,1.9,1.1,3.1,12.0,27.0,48.0,0.12,0.12,0.23,0.12,0.23,0.22,0.13,0.35,0.22,0.35,Matches,Rayo-Vallecano,
8,Sergio Camello,es ESP,FW,23-300,14.0,9,728.0,8.1,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,3.1,3.1,0.9,4.0,12.0,17.0,47.0,0.25,0.0,0.25,0.25,0.25,0.38,0.11,0.49,0.38,0.49,Matches,Rayo-Vallecano,
9,Unai López,es ESP,MF,29-037,12.0,9,664.0,7.4,2.0,0.0,2.0,2.0,0.0,0.0,5.0,1.0,0.4,0.4,0.3,0.7,7.0,41.0,15.0,0.27,0.0,0.27,0.27,0.27,0.06,0.04,0.1,0.06,0.1,Matches,Rayo-Vallecano,
10,Adri Embarba,es ESP,"FW,MF",32-213,13.0,8,660.0,7.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.1,2.2,22.0,20.0,50.0,0.0,0.14,0.14,0.0,0.14,0.14,0.15,0.29,0.14,0.29,Matches,Rayo-Vallecano,
11,Pep Chavarría,es ESP,DF,26-240,10.0,7,653.0,7.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.2,0.6,12.0,35.0,32.0,0.0,0.14,0.14,0.0,0.14,0.06,0.03,0.08,0.06,0.08,Matches,Rayo-Vallecano,
12,Iván Balliu,al ALB,DF,32-340,10.0,6,593.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.2,5.0,22.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Rayo-Vallecano,
13,Randy Nteka,ao ANG,FW,27-000,9.0,5,425.0,4.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.3,0.8,1.0,5.0,19.0,0.21,0.0,0.21,0.21,0.21,0.11,0.06,0.18,0.11,0.18,Matches,Rayo-Vallecano,
14,Pathé Ciss,sn SEN,MF,30-265,11.0,4,461.0,5.1,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.7,1.0,3.0,34.0,6.0,0.0,0.2,0.2,0.0,0.2,0.06,0.13,0.2,0.06,0.2,Matches,Rayo-Vallecano,
15,Gerard Gumbau,es ESP,MF,29-354,10.0,4,450.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,1.0,1.5,1.0,18.0,16.0,0.0,0.2,0.2,0.0,0.2,0.11,0.19,0.3,0.11,0.3,Matches,Rayo-Vallecano,
16,Cárdenas,es ESP,GK,27-253,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Rayo-Vallecano,
17,Alfonso Espino,uy URU,DF,32-336,4.0,4,304.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,5.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Rayo-Vallecano,
18,Óscar Trejo,ar ARG,"MF,FW",36-224,5.0,2,167.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.9,1.2,2.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.14,0.49,0.63,0.14,0.63,Matches,Rayo-Vallecano,
19,James Rodríguez,co COL,"MF,FW",33-147,6.0,1,140.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.2,0.5,3.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.19,0.11,0.29,0.19,0.29,Matches,Rayo-Vallecano,
20,Aridane Hernández,es ESP,DF,35-258,3.0,1,114.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.31,0.31,0.31,Matches,Rayo-Vallecano,
21,Pedro Díaz,es ESP,"MF,DF",26-184,5.0,1,94.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.22,0.06,0.28,0.22,0.28,Matches,Rayo-Vallecano,
22,Sergi Guardiola,es ESP,FW,33-191,5.0,0,80.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.14,0.06,0.21,0.14,0.21,Matches,Rayo-Vallecano,
23,Etienne Eto'o,cm CMR,FW,22-110,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Rayo-Vallecano,
24,Pelayo Fernandez,es ESP,DF,21-221,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Rayo-Vallecano,
25,Marco de las Sías,es ESP,DF,18-343,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Rayo-Vallecano,
26,Joni Montiel,es ESP,"FW,MF",26-094,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Rayo-Vallecano,
27,Morro,es ESP,GK,24-086,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Rayo-Vallecano,
28,Raúl de Tomás,es ESP,FW,30-050,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Rayo-Vallecano,
29,Squad Total,,,29.5,14.0,154,1260.0,14.0,12.0,9.0,21.0,12.0,0.0,0.0,34.0,2.0,15.2,15.2,11.7,26.9,197.0,504.0,497.0,0.86,0.64,1.5,0.86,1.5,1.08,0.84,1.92,1.08,1.92,,Rayo-Vallecano,
30,Opponent Total,,,27.1,14.0,154,1260.0,14.0,15.0,13.0,28.0,15.0,0.0,0.0,27.0,0.0,16.1,16.1,12.8,28.9,214.0,505.0,502.0,1.07,0.93,2.0,1.07,2.0,1.15,0.91,2.06,1.15,2.06,,Rayo-Vallecano,
0,Kirian Rodríguez,es ESP,MF,28-276,,14,1169.0,13.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,1.3,1.3,1.0,2.3,18.0,92.0,29.0,0.0,0.23,0.23,0.0,0.23,0.1,0.08,0.18,0.1,0.18,Matches,Las-Palmas,14.0
1,Jasper Cillessen,nl NED,GK,35-228,,13,1139.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Las-Palmas,13.0
2,Alberto Moleiro,es ESP,"FW,MF",21-067,,13,1134.0,12.6,4.0,0.0,4.0,4.0,0.0,0.0,3.0,0.0,3.0,3.0,1.7,4.7,42.0,55.0,89.0,0.32,0.0,0.32,0.32,0.32,0.24,0.13,0.37,0.24,0.37,Matches,Las-Palmas,15.0
3,Álex Suárez,es ESP,DF,31-263,,13,1073.0,11.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.0,0.1,1.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,Matches,Las-Palmas,13.0
4,Álex Muñoz,es ESP,DF,30-129,,11,920.0,10.2,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.7,0.7,0.4,1.2,9.0,33.0,35.0,0.29,0.0,0.29,0.29,0.29,0.07,0.04,0.11,0.07,0.11,Matches,Las-Palmas,12.0
5,Scott McKenna,sct SCO,DF,28-024,,10,908.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.2,0.9,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,Matches,Las-Palmas,11.0
6,Fábio Silva,pt POR,"FW,MF",22-140,,10,808.0,9.0,5.0,1.0,6.0,4.0,1.0,1.0,4.0,0.0,3.2,2.4,0.2,2.6,16.0,10.0,51.0,0.56,0.11,0.67,0.45,0.56,0.35,0.03,0.38,0.26,0.29,Matches,Las-Palmas,11.0
7,Javier Muñoz,es ESP,MF,29-282,,9,915.0,10.2,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,1.2,1.6,10.0,41.0,31.0,0.0,0.2,0.2,0.0,0.2,0.04,0.12,0.16,0.04,0.16,Matches,Las-Palmas,15.0
8,Viti,es ESP,DF,27-081,,9,859.0,9.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.7,0.7,17.0,20.0,29.0,0.0,0.1,0.1,0.0,0.1,0.0,0.07,0.07,0.0,0.07,Matches,Las-Palmas,14.0
9,Dario Essugo,pt POR,MF,19-267,,9,759.0,8.4,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.2,0.2,0.1,0.3,7.0,43.0,2.0,0.12,0.0,0.12,0.12,0.12,0.02,0.01,0.04,0.02,0.04,Matches,Las-Palmas,9.0
10,Sandro Ramírez,es ESP,"FW,MF",29-150,,9,719.0,8.0,4.0,2.0,6.0,4.0,0.0,0.0,2.0,0.0,1.4,1.4,1.2,2.6,20.0,18.0,32.0,0.5,0.25,0.75,0.5,0.75,0.18,0.15,0.33,0.18,0.33,Matches,Las-Palmas,12.0
11,José Campaña,es ESP,MF,31-189,,8,537.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.5,0.5,3.0,37.0,5.0,0.0,0.17,0.17,0.0,0.17,0.01,0.08,0.09,0.01,0.09,Matches,Las-Palmas,10.0
12,Oliver McBurnie,sct SCO,FW,28-185,,7,714.0,7.9,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.6,2.6,2.0,14.0,40.0,0.0,0.38,0.38,0.0,0.38,0.12,0.2,0.32,0.12,0.32,Matches,Las-Palmas,14.0
13,Mika Màrmol,es ESP,DF,22-157,,7,599.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.2,0.3,3.0,26.0,9.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.01,0.05,Matches,Las-Palmas,9.0
14,Marvin,es ESP,"DF,FW",24-156,,5,427.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6,0.6,17.0,11.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,Matches,Las-Palmas,7.0
15,Juan Herzog,es ESP,DF,21-207,,4,377.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,Las-Palmas,5.0
16,Manuel Fuster,es ESP,"FW,MF",27-045,,3,293.0,3.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.7,8.0,17.0,31.0,0.31,0.0,0.31,0.31,0.31,0.08,0.14,0.22,0.08,0.22,Matches,Las-Palmas,10.0
17,Adnan Januzaj,be BEL,"FW,MF",29-305,,3,256.0,2.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.4,0.7,10.0,17.0,24.0,0.0,0.35,0.35,0.0,0.35,0.11,0.14,0.25,0.11,0.25,Matches,Las-Palmas,5.0
18,Jaime Mata,es ESP,FW,36-043,,2,265.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.9,0.9,0.0,0.9,4.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.3,0.01,0.31,0.3,0.31,Matches,Las-Palmas,13.0
19,Enzo Loiodice,fr FRA,MF,24-009,,2,257.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,2.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches,Las-Palmas,7.0
